25fv47	5501.845888286753	433.5849999988568
80bau3b	987224.1924090906	1589.4200000002456
adlittle	225494.9631623929	2.7749999972002115
afiro	-464.75314285714285	0.22499999977299012
agg	-35991767.286576524	5.344999997760169
agg2	-20239252.355977107	6.199999999807915
agg3	10312115.93508924	7.024999998975545
bandm	-158.62801845012072	49.88000000230386
beaconfd	33592.48580719985	4.3350000014470425
blend	-30.81214984582835	1.8549999986134935
bnl1	1977.629561522891	115.1049999971292
bnl2	1811.2365403585468	1027.9399999999441
boeing1	-335.21356750712664	23.284999999305
boeing2	-315.01872801520284	4.249999998137355
bore3d	1373.080394208493	7.025000002613524
brandy	1518.5098964881283	22.76999999958207
capri	2690.0129137681606	12.02999999804888
cycle	-5.226393024894102	453.59499999904074
czprob	2185196.698856578	215.58500000173808
d2q06c	122784.21081418944	3832.9850000009174
d6cube	315.4916666666662	1400.7549999987532
degen2	-1435.178	69.22000000122353
degen3	-987.2940000000006	799.685000001773
dfl001	11266396.046671042	55618.9349999986
e226	-25.86492906637055	16.00499999767635
etamacro	-755.7152332045935	26.405000000522705
fffff800	555679.5648174969	43.41500000009546
finnis	172791.0655956116	23.284999999305
fit1d	-9146.378092420928	56.05999999897904
fit1p	9146.378092420933	168.20999999981723
fit2d	-68464.2932938321	6178.814999999304
fit2p	68464.2932938319	9876.529999997729
forplan	-664.2189612722026	12.16999999815016
ganges	-109585.73612927808	141.36499999949592
gfrd-pnc	6902235.999548812	47.94000000038068
greenbea	-72555248.12984595	2390.1150000019697
greenbeb	-4302260.261206586	1932.1600000002945
grow15	-106870941.29357532	52.179999998770654
grow22	-160834336.48256317	124.97499999881256
grow7	-47787811.81471155	14.829999996436527
israel	-896644.821863046	7.2399999990011565
kb2	-1749.9001299062031	1.5700000003562309
lotfi	-25.264706061880002	3.7650000012945384
maros-r7	1497185.1664796427	3609.3949999994948
maros	-58063.743701125866	276.68999999877997
modszk1	320.61972906416173	118.21499999859952
nesm	14076036.487562705	484.9950000025274
perold	-9380.755278235172	383.99999999819556
pilot.ja	-6113.136465581341	1191.9400000006135
pilot	-557.4897292893373	4654.094999998051
pilot.we	-2720107.532845011	502.8700000002573
pilot4	-2581.139258883889	151.56500000011874
pilot87	301.71069804277323	12021.280000000843
pilotnov	-4497.2761882188715	487.12499999965075
recipe	-266.61600000000027	0.5899999996472616
sc105	-52.202061211707324	2.1600000000034925
sc205	-52.20206121170686	13.184999999793945
sc50a	-64.57507705856449	0.44999999954598024
sc50b	-69.99999999999994	0.48499999684281647
scagr25	-14753433.060768532	36.16499999770895
scagr7	-2331389.824330985	3.390000001672888
scfxm1	18416.759028348944	23.21500000107335
scfxm2	36660.261564998815	69.61999999839463
scfxm3	54901.254549751466	142.2500000007858
scorpion	1878.1248227381068	12.46499999979278
scrs8	904.296953800881	55.35999999847263
scsd1	8.666666674333369	4.260000001522712
scsd6	50.50000007826239	17.94499999959953
scsd8	904.9999999254647	104.750000002241
sctap1	1412.2500000000002	20.95499999995809
sctap2	1724.807142857143	191.97999999960302
sctap3	1424	291.7650000017602
seba	15711.599999999999	35.410000000410946
share1b	-76589.31857918568	7.424999999784632
share2b	-415.7322407414203	1.5349999994214159
shell	1208825346	39.45999999996275
ship04l	1793324.537970356	24.205000001529697
ship04s	1798714.7004453908	20.244999999704305
ship08l	1909055.211389131	94.77500000139116
ship08s	1920098.210534618	56.7799999989802
ship12l	1470187.9193292663	170.62000000078115
ship12s	1489236.134406133	108.45500000141328
sierra	15394362.183631929	72.63500000044587
stair	-251.2669511929631	54.18999999892549
standata	1257.6995	3.054999997402774
standmps	1406.0175000000002	16.3749999992433
stocfor1	-41131.976219436234	3.059999999095453
stocfor2	-39024.408537882126	335.9149999996589
tuff	0.2921477649694337	32.8799999988405
vtp.base	129831.46246136139	7.2399999990011565
wood1p	1.4429024115734097	134.01000000158092
woodw	1.3044763330842293	440.5399999996007
